id,job,area,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product
1842,qp,c,71633,12.5583,0,15.5190,42,7.6170,48,.9016,.5315,.3400,d
1843,f8,a,69224,42.6750,1,5.6450,13,13.0684,44,.8583,.6102,.3824,d
1844,pz,a,65647,24.0417,1,9.7523,76,12.4597,47,.9685,.6220,.3852,d
1845,e2,c,86935,39.7500,1,26.4810,350,28.8301,43,.8740,.6890,.4338,d
1846,f8,a,70145,15.5917,2,9.2899,68,15.5726,51,.8465,.3465,.3616,d
1847,am,c,72944,26.9667,1,21.9928,195,12.3369,45,.9961,.7087,.1757,d
1848,pz,a,66142,22.6333,0,6.0802,1,13.7465,48,.9606,.5945,.4051,d
1849,e2,a,73227,18.3000,1,7.1682,38,11.4773,50,.9016,.4252,.4241,d
1850,am,c,73546,26.4250,1,23.7609,212,12.4277,46,.9764,.6654,.1716,d
1851,am,c,72873,12.7750,0,11.5204,50,15.9250,48,.9055,.5354,.2224,d
1852,nn,c,67595,12.4500,2,3.8225,12,23.6350,50,.7795,.3031,.4785,d
1853,gv,c,71916,29.6750,0,2.8160,0,25.2261,45,.9724,.7047,.4941,d
1854,pz,a,69543,19.2750,1,10.1603,72,13.3888,49,.9291,.4961,.1779,d
1855,kd,c,71739,20.4667,4,7.7666,138,22.4923,49,.8189,.2520,.4548,d
1856,f8,c,68657,16.6750,1,11.1124,113,16.4482,49,.9055,.4724,.4404,d
1857,f8,c,68126,14.2917,1,15.5734,98,5.3798,50,.8661,.4173,.1428,d
1858,am,a,71491,6.4917,0,3.6321,10,17.1584,46,.8858,.5709,.3029,d
1859,e2,a,69791,13.7500,1,13.5333,78,22.1987,50,.8543,.4055,.2194,d
1860,gv,c,71881,28.0500,1,4.9377,2,25.7066,45,.9882,.7087,.4995,d
1861,pz,a,69224,20.7917,1,11.9284,78,19.1873,49,.9488,.5472,.2905,d
1862,pe,c,70570,13.8583,1,3.6321,-8,21.4458,50,.8425,.3819,.3584,d
1863,pe,a,65540,5.8417,1,2.8160,3,21.2536,46,.8622,.5669,.4555,d
1864,e2,b,78965,7.3583,0,9.6979,78,11.0288,47,.9055,.5827,.2042,d
1865,am,a,70535,21.8750,1,8.2019,19,23.4801,48,.9606,.5669,.3450,d
1866,f8,a,71350,12.2333,1,8.9635,43,15.0066,49,.8346,.4094,.3580,d
1867,f8,c,70818,42.3500,2,18.8103,138,13.8106,42,.8031,.6063,.1142,d
1868,qp,c,70251,33.5750,0,18.3207,117,6.6132,45,.9488,.6772,.1370,d
1869,e2,b,78505,41.8083,1,8.7187,65,10.8686,45,.8819,.6299,.1804,d
1870,am,c,73723,23.8250,1,14.2405,106,12.9723,47,.9764,.6142,.0754,d
1871,f8,a,71881,11.6917,3,6.9506,31,18.3116,49,.6417,.0000,.2749,d
1872,pz,a,65540,14.4000,1,2.8160,-5,16.3361,49,.8819,.4528,.3858,d
1873,pe,a,66816,27.7250,1,4.9377,6,22.8981,46,.9803,.6890,.3694,d
1874,pe,c,62565,10.1750,2,2.8160,-7,8.9465,48,.7559,.3425,.1216,d
1875,f8,b,74290,15.5917,2,2.8160,8,11.4346,51,.8583,.3701,.2557,d
1876,f8,a,68764,42.0250,0,12.2276,91,7.1258,45,.9016,.6260,.3098,d
1877,e2,c,72271,16.8917,2,7.7122,63,14.1096,51,.8386,.3031,.1257,d
1878,e2,c,88671,42.5667,1,28.0315,69,26.2085,44,.8504,.6102,.3614,d
1879,f8,c,66178,22.5250,4,6.0802,53,9.7954,46,.8661,.3898,.0917,d
1880,al,c,70074,41.1583,2,4.5841,22,20.3139,39,.7677,.6496,.3346,d
1881,gv,c,68055,11.9083,3,2.0000,0,13.7572,50,.7244,.2402,.0337,d
1882,am,c,74608,37.1500,1,13.6965,31,28.8675,41,.9055,.7598,.5819,d
1883,f8,a,70039,9.7417,3,5.2641,66,23.6296,47,.6102,.1811,.5781,d
1884,am,a,71845,6.3833,0,2.0000,0,16.5603,47,.9016,.5866,.3162,d
1885,qp,c,69401,6.4917,1,15.1654,77,16.8327,46,.8465,.5394,.4641,d
1886,kd,c,71668,19.9250,1,2.8160,2,24.4252,50,.9291,.4724,.5334,d
1887,e2,b,76592,9.6333,1,14.8933,214,8.9198,48,.8307,.4567,.2500,d
1888,am,c,73121,40.8333,1,27.5419,156,8.3752,43,.8661,.6614,.2656,d
1889,am,c,71491,28.7000,0,4.3121,-3,16.1706,46,.9685,.6811,.0922,d
1890,am,c,73298,26.6417,0,6.0802,18,17.1423,46,.9724,.6614,.0675,d
1891,nb,a,55728,15.5917,2,9.2899,88,8.0281,51,.8425,.3425,.0503,e
1892,kl,c,49388,42.6750,2,5.4545,34,10.5750,43,.7953,.5906,.1709,e
1893,nb,a,50982,22.9583,2,8.5283,60,5.0488,48,.9606,.5394,.0905,e
1894,pz,a,55728,11.3667,0,6.0802,16,27.1963,48,.8898,.5236,.2554,e
1895,11,c,48927,6.2750,0,10.7860,24,2.4538,46,.8937,.5827,.1085,e
1896,gj,c,54949,25.1250,1,31.9213,227,15.2949,47,.9803,.6457,.1988,e
1897,dz,c,53745,26.2083,3,6.0802,63,8.7276,43,.9921,.7047,.3897,e
1898,vv,c,51088,16.2417,1,4.9377,31,12.6840,50,.8780,.4055,.1094,e
1899,by,c,42976,9.6333,0,5.2641,12,10.1799,48,.8780,.5236,.2189,e
1900,pe,c,55268,30.2167,1,4.5841,19,12.6573,44,.9843,.7520,.2279,e
1901,pz,a,44641,17.2167,1,4.3121,16,8.2470,49,.9173,.5039,.0676,e
1902,11,c,51230,6.2750,0,2.8160,1,6.8908,46,.8780,.5709,.3492,e
1903,kw,c,52682,22.0917,3,3.6321,6,4.9473,48,.9252,.4528,.1804,e
1904,kd,c,53568,13.9667,2,9.3987,89,10.4094,50,.8189,.3307,.2226,e
1905,11,c,48396,10.7167,0,7.2226,21,3.4416,48,.8780,.5118,.1372,e
1906,nb,a,50592,15.7000,2,10.1603,66,3.9489,51,.8504,.3543,.0654,e
1907,nb,a,48077,12.2333,2,4.5841,55,2.6407,50,.7638,.2874,.2444,e
1908,11,c,48361,8.8750,0,6.0802,14,2.8650,47,.8740,.5276,.1189,e
1909,11,c,43756,9.5250,0,15.8454,21,8.9358,47,.8898,.5433,.2192,e
1910,nb,a,49990,11.5833,3,4.9377,-32,2.8650,49,.6417,.1378,.3220,e
1911,pz,a,49529,10.3917,2,7.1682,68,3.1319,48,.7244,.2953,.2455,e
1912,nb,a,48750,11.6917,3,5.3729,70,2.7155,49,.6693,.1693,.1733,e
1913,dz,c,54843,32.0583,0,10.8132,58,6.8161,45,.9646,.7165,.2377,e
1914,11,c,57322,24.9083,0,20.3336,128,5.0808,47,.9528,.6260,.1992,e
1915,nb,a,49388,10.8250,3,5.6450,77,2.8009,48,.6299,.0000,.1896,e
1916,mm,c,46767,15.3750,0,2.8160,-3,8.4659,48,.9213,.5512,.2413,e
1917,nb,a,51442,18.9500,2,6.0802,-21,5.5400,51,.8819,.3543,.0427,e
1918,nb,a,48892,16.3500,3,3.8225,23,19.7853,52,.7598,.1614,.8380,e
1919,kw,c,52965,13.9667,1,10.6772,81,11.7389,50,.8425,.3740,.1264,e
1920,11,c,49777,14.1833,0,2.8160,-4,8.3965,48,.9094,.5276,.1216,e
1921,kl,d,38726,30.9750,3,3.8225,33,9.4804,39,.9764,.8740,.0922,f
1922,dz,c,42728,21.6583,1,2.0000,0,10.0837,48,.9567,.5748,.0976,f
1923,kl,d,34192,41.2667,2,9.2899,114,7.0296,41,.8031,.6457,.1715,f
1924,kl,c,45350,37.2583,2,4.3121,22,5.7002,40,.8937,.7756,.1864,f
1925,bf,d,38124,41.8083,2,10.8132,148,6.7520,42,.8110,.6299,.1266,f
1926,kw,c,46341,40.1833,2,4.4481,37,8.9838,39,.7874,.7008,.2618,f
1927,kl,c,47440,39.9667,3,7.1682,75,11.5734,37,.7717,.7087,.3675,f
1928,by,c,43933,36.1750,0,15.2742,128,5.7535,46,.9370,.6299,.1627,f
1929,mm,c,38265,6.4917,0,2.0000,0,6.6559,47,.8976,.5827,.1911,f
1930,dz,c,35679,12.4500,2,3.6321,-4,2.4805,50,.8031,.3386,.0244,f
1931,kl,c,37592,6.4917,2,2.8160,9,6.0152,45,.7677,.4764,.1616,f
1932,kl,d,41701,42.4583,1,10.9764,91,5.5560,44,.8425,.6102,.0528,f
1933,ke,d,35077,39.7500,2,4.9377,40,8.3752,41,.8583,.7008,.0509,f
1934,kl,c,41595,15.0500,0,2.8160,-1,14.3872,49,.9094,.5197,.1072,f
1935,by,d,36777,38.9917,2,8.3651,120,9.8008,41,.8701,.7244,.1142,f
1936,kw,c,52044,39.5333,1,3.8225,4,9.5285,42,.8740,.6969,.2689,f
1937,kl,d,38194,34.0083,2,8.9635,114,7.9961,40,.9449,.8346,.1971,f
1938,dz,c,43331,10.3917,2,6.7602,48,12.1020,48,.7402,.3110,.0917,f
1939,bf,d,37203,11.5833,2,6.0802,66,6.9015,49,.7717,.3150,.1842,f
1940,kl,d,26966,7.5750,4,5.2641,81,3.5858,43,.5787,.2677,.0344,f
1941,by,d,30224,11.8000,2,8.9635,74,4.7551,49,.7874,.3386,.0244,f
1942,by,c,47333,14.9417,1,10.7860,-24,11.6268,49,.8937,.4764,.3576,f
1943,kl,d,29480,37.4750,3,5.3729,37,7.8946,36,.8307,.8228,.0962,f
1944,dz,c,37663,14.1833,2,6.0802,70,3.7620,50,.8386,.3661,.0503,f
1945,by,c,39824,8.6583,2,5.2641,18,7.6277,47,.7717,.4094,.1297,f
1946,po,c,40957,22.6333,0,2.8160,0,7.0884,48,.9567,.5984,.2279,f
1947,kl,d,39647,38.8833,2,6.0802,31,3.4309,40,.8622,.7323,.1592,f
1948,mm,c,38938,6.6000,1,2.0000,0,4.3119,46,.8465,.5354,.1198,f
1949,ob,c,37415,27.8333,1,2.0000,0,9.2935,44,1.0000,.7362,.1039,f
1950,po,c,44322,20.0333,1,2.8160,-2,12.5398,49,.9370,.4961,.2859,f
1951,kl,d,31004,6.2750,3,5.3729,-22,4.2746,43,.6575,.3976,.1048,f
1952,kl,d,30083,39.7500,2,9.2899,141,4.6056,41,.8504,.7008,.1012,f
1953,kw,c,49034,41.4833,2,2.0000,0,10.1692,41,.7953,.6417,.2369,f
1954,dz,c,37132,9.6333,1,6.0802,70,3.2174,48,.8465,.4764,.0374,f
1955,kl,c,41630,15.0500,2,2.8160,0,11.8831,51,.8307,.3307,.0680,f
1956,kl,c,48644,38.3417,1,7.1682,64,12.9136,41,.8858,.7323,.3140,f
1957,kd,c,43260,38.4500,2,5.2641,44,7.3233,39,.8425,.7638,.0693,f
1958,al,c,43260,37.4750,1,2.8160,6,6.9335,43,.9213,.7087,.1479,f
1959,kl,d,29091,41.1583,4,9.3987,-17,6.2021,36,.6772,.6378,.1025,f
1960,kl,c,41064,14.2917,2,3.1424,9,10.7832,51,.7992,.2835,.0807,f
1961,kl,d,33519,40.2917,2,7.8754,88,8.4499,40,.8228,.6890,.1094,f
1962,ke,c,,15.2667,1,2.0000,0,5.5133,50,.8819,.4370,.1362,f
1963,kl,d,40603,41.4833,2,5.6450,57,8.3004,41,.7913,.6378,.0544,f
1964,bf,d,40001,13.7500,1,16.7158,115,5.3958,50,.8504,.3976,.1422,f
1965,kl,c,43933,19.1667,2,3.1424,-11,13.6130,50,.9055,.4094,.0841,f
1966,kl,c,45031,7.5750,1,11.0036,113,11.6749,47,.8425,.5157,.1165,f
1967,kl,d,38124,41.9167,2,4.3121,15,9.3683,43,.8228,.6260,.0604,f
1968,kl,d,35006,8.0083,2,6.6242,15,3.6338,46,.7087,.3661,.1543,f
1969,kl,d,40709,39.2083,2,4.9377,34,4.2265,40,.8425,.7283,.2020,f
1970,by,d,35254,26.6417,2,5.2641,79,10.8686,44,1.0000,.7126,.1306,f
1971,kl,c,41418,8.9833,2,3.8225,17,11.3278,47,.7677,.3937,.0789,f
1972,po,c,43118,10.8250,0,2.0000,0,11.3759,48,.8898,.5276,.2579,f
1973,kl,c,42055,42.2417,1,3.6321,7,15.3590,44,.8504,.6181,.1053,f
1974,kl,d,39257,6.6000,2,6.6242,38,4.0396,45,.7756,.4764,.1635,f
1975,kl,d,34865,33.5750,2,4.4481,20,8.7543,38,.9449,.8701,.2005,f
1976,ax,d,19846,9.0917,2,3.8225,23,2.9718,47,.7244,.3425,.0976,f
1977,kl,d,36777,38.5583,2,6.0802,57,9.5285,39,.8465,.7559,.0450,f
1978,qp,c,48715,12.3417,1,10.4052,63,14.2805,49,.8819,.4921,.2947,f
1979,qp,c,48077,6.9250,1,7.8754,21,14.0615,46,.8504,.5354,.2635,f
1980,kl,d,,39.3167,2,5.4545,42,5.9564,39,.8150,.7362,.1665,f
1981,ke,d,23742,42.8917,4,10.9764,161,3.6018,37,.6181,.5079,.1255,f
1982,by,c,37486,35.8500,0,6.1618,12,2.1602,44,.9370,.7126,.0093,f
1983,ke,d,36423,14.4000,2,3.8225,27,6.5598,51,.7913,.2717,.2019,f
1984,by,d,32314,12.6667,1,3.8225,7,8.7970,49,.8386,.4016,.0862,f
1985,kl,d,36530,8.4417,2,7.2226,0,6.7413,46,.7323,.3740,.1341,f
1986,ke,c,38301,13.7500,1,2.8160,-4,7.1258,49,.8858,.4764,.1184,f
1987,kl,d,38478,10.5000,3,3.6321,23,7.3233,48,.6890,.2480,.0948,f
1988,by,d,36388,40.7250,1,8.3651,108,10.0037,43,.8583,.6654,.1199,f
1989,ax,d,33306,29.5667,3,2.8160,12,9.2348,38,.9803,.8661,.0710,f
1990,by,d,32810,29.5667,1,4.5841,28,10.9808,45,.9764,.7087,.1344,f
1991,ke,d,31818,39.9667,0,2.8160,-6,9.7313,45,.9094,.6575,.0558,f
1992,kl,d,28595,39.4250,3,7.1682,99,4.6269,36,.7598,.7441,.0987,f
1993,ke,d,39505,12.3417,2,2.0000,0,4.4881,50,.7953,.3307,.1973,g
1994,ax,d,25301,10.0667,0,2.0000,0,6.5811,48,.8898,.5315,.0304,g
1995,dz,d,33058,15.7000,1,2.0000,0,5.4065,50,.8858,.4370,.1033,g
1996,ob,d,36246,14.6167,0,2.0000,0,7.8733,48,.9213,.5709,.1069,g
1997,dz,d,31854,17.8667,4,9.2899,150,5.9084,51,.7756,.1654,.0296,g
1998,ke,d,23600,12.7750,0,2.0000,0,3.6018,48,.9055,.5354,.0505,g
1999,dz,d,31393,17.2167,3,4.4481,31,6.1914,52,.7913,.2047,.2100,g
2000,dz,d,33767,19.9250,3,13.6965,165,8.6848,50,.8583,.3071,.1019,g
